Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,83.820000,85.199997,83.660004,85.029999,79.834793,11469300
2018-01-03,85.160004,86.970001,84.820000,86.699997,81.402748,13957700
2018-01-04,86.790001,87.220001,86.430000,86.820000,81.515427,10863000
2018-01-05,86.750000,86.879997,85.709999,86.750000,81.449699,11047600
2018-01-08,86.699997,87.150002,86.599998,87.139999,81.815865,10927100
2018-01-09,86.940002,87.150002,86.650002,86.769997,81.468468,8131600
2018-01-10,87.000000,87.190002,85.980003,86.080002,80.820633,10822300
2018-01-11,86.360001,87.370003,85.930000,86.930000,81.618698,14366000
2018-01-12,87.199997,87.989998,87.180000,87.519997,82.172661,9804900
2018-01-16,87.739998,87.760002,86.599998,86.970001,81.656258,10882800
2018-01-17,87.199997,88.209999,86.930000,88.000000,82.623329,10546000
2018-01-18,87.769997,88.190002,87.339996,87.430000,82.088150,9223700
2018-01-19,87.570000,87.760002,86.610001,87.150002,81.825256,13090000
2018-01-22,87.169998,88.290001,87.050003,88.250000,82.858055,10270400
2018-01-23,88.250000,88.459999,87.739998,88.300003,82.904999,10281800
2018-01-24,88.489998,88.919998,88.010002,88.529999,83.120934,10316100
2018-01-25,88.550003,88.870003,88.199997,88.370003,82.970726,11271900
2018-01-26,88.639999,89.000000,88.470001,89.000000,83.562225,10514400
2018-01-29,88.589996,89.300003,87.949997,88.010002,82.632713,9315700
2018-01-30,87.540001,88.379997,86.779999,86.779999,81.477867,12408000
2018-01-31,86.559998,87.470001,86.330002,87.300003,81.966095,14404700
2018-02-01,87.500000,89.250000,87.349998,89.070000,83.627953,17971000
2018-02-02,85.129997,86.010002,83.000000,84.529999,79.365341,29822100
2018-02-05,83.279999,83.989998,78.129997,79.720001,74.849213,30452700
2018-02-06,78.510002,80.349998,76.900002,78.349998,73.562920,36262800
2018-02-07,78.440002,79.410004,76.919998,76.940002,72.239082,21994500
2018-02-08,77.440002,77.580002,76.029999,76.070000,71.422234,25650800
2018-02-09,76.250000,76.480003,73.900002,75.779999,71.877510,29491600
2018-02-12,77.050003,77.620003,75.839996,76.419998,72.484558,19340400
2018-02-13,76.099998,76.750000,75.730003,76.300003,72.370728,11926600
2018-02-14,75.790001,76.660004,75.169998,76.459999,72.522491,17188400
2018-02-15,76.620003,76.699997,75.449997,76.209999,72.285370,14432400
2018-02-16,76.150002,77.120003,75.849998,76.540001,72.598381,13722400
2018-02-20,76.470001,77.470001,75.459999,75.750000,71.849060,13387300
2018-02-21,75.820000,76.440002,74.870003,74.889999,71.033340,11715000
2018-02-22,75.300003,76.839996,75.190002,75.860001,71.953400,14020200
2018-02-23,76.089996,77.620003,75.949997,77.529999,73.537399,13378800
2018-02-26,77.739998,78.930000,77.559998,78.839996,74.779922,16940400
2018-02-27,79.000000,79.870003,77.500000,77.500000,73.508934,14629500
2018-02-28,78.160004,78.250000,75.699997,75.739998,71.839569,17087800
2018-03-01,75.529999,76.680000,74.860001,75.199997,71.327377,15696700
2018-03-02,74.889999,75.870003,74.480003,75.550003,71.659363,15630300
2018-03-05,75.230003,76.559998,75.120003,76.269997,72.342278,14891000
2018-03-06,76.669998,76.980003,75.860001,76.180000,72.256912,10754300
2018-03-07,75.000000,75.239998,73.559998,74.260002,70.435783,27255500
2018-03-08,74.500000,74.769997,73.690002,74.120003,70.303001,19299800
2018-03-09,74.820000,75.059998,74.209999,74.559998,70.720337,19714100
2018-03-12,74.870003,75.580002,74.690002,75.239998,71.365318,14226700
2018-03-13,75.330002,75.820000,74.250000,74.529999,70.691879,13739700
2018-03-14,74.639999,74.790001,73.529999,73.599998,69.809776,14820700
2018-03-15,74.349998,75.000000,74.099998,74.419998,70.587547,15640600
2018-03-16,74.360001,75.120003,74.360001,75.120003,71.251495,32109700
2018-03-19,75.000000,75.010002,73.860001,74.150002,70.331451,12744800
2018-03-20,74.220001,74.699997,73.949997,73.989998,70.179703,13003200
2018-03-21,74.230003,75.639999,73.980003,75.040001,71.175621,14813800
2018-03-22,74.419998,74.699997,73.389999,73.500000,69.714928,17737000
2018-03-23,73.809998,74.209999,72.669998,72.889999,69.136337,20157300
2018-03-26,73.650002,74.150002,72.750000,74.000000,70.189178,15032700
2018-03-27,74.000000,74.889999,73.279999,73.699997,69.904625,15821900
2018-03-28,73.739998,74.010002,72.779999,72.809998,69.060455,18163900
2018-03-29,73.330002,74.889999,73.260002,74.610001,70.767761,14882900
2018-04-02,74.269997,74.400002,72.160004,73.220001,69.449348,17891100
2018-04-03,73.449997,75.139999,73.099998,75.019997,71.156647,15999200
2018-04-04,74.050003,75.059998,73.440002,74.870003,71.014381,13122200
2018-04-05,75.059998,76.320000,75.019997,76.019997,72.105148,14200000
2018-04-06,75.639999,76.120003,74.220001,74.870003,71.014381,14299600
2018-04-09,75.220001,75.790001,74.800003,74.870003,71.014381,11103100
2018-04-10,76.080002,77.769997,76.059998,77.070000,73.101082,19006100
2018-04-11,77.110001,78.040001,76.750000,77.430000,73.442543,13734000
2018-04-12,77.860001,78.139999,77.010002,77.220001,73.243355,13270400
2018-04-13,77.800003,78.190002,77.599998,77.839996,73.831429,10925000
2018-04-16,78.120003,79.080002,77.709999,78.540001,74.495377,10743600
2018-04-17,78.540001,78.760002,78.040001,78.330002,74.296196,9340700
2018-04-18,79.040001,79.760002,78.940002,79.220001,75.140358,12061400
