Date,Open,High,Low,Close,Adj Close,Volume
2012-12-31,189.229996,191.679993,188.839996,191.550003,153.133224,4684900
2013-01-02,194.089996,196.350006,193.800003,196.350006,156.970551,4234100
2013-01-03,195.669998,196.289993,194.440002,195.270004,156.107132,3644700
2013-01-04,194.190002,194.460007,192.779999,193.990005,155.083878,3380200
2013-01-07,193.399994,193.779999,192.339996,193.139999,154.404358,2862300
2013-01-08,192.919998,193.300003,191.600006,192.869995,154.188507,3026900
2013-01-09,193.479996,193.490005,191.649994,192.320007,153.748825,3212000
2013-01-10,192.649994,192.960007,191.279999,192.880005,154.196518,3608100
2013-01-11,194.149994,195.000000,192.899994,194.449997,155.451599,3880400
2013-01-14,192.820007,193.279999,191.750000,192.619995,153.988647,4172200
2013-01-15,191.309998,192.729996,190.389999,192.500000,153.892700,4172100
2013-01-16,192.000000,193.179993,191.350006,192.589996,153.964630,2962900
2013-01-17,193.850006,194.460007,193.240005,193.649994,154.812073,3881600
2013-01-18,194.029999,195.000000,193.800003,194.470001,155.467590,4559600
2013-01-22,194.360001,196.080002,194.009995,196.080002,156.754715,7172300
2013-01-23,203.500000,208.580002,203.360001,204.720001,163.661911,12530500
2013-01-24,203.910004,205.059998,203.080002,204.419998,163.422104,4447200
2013-01-25,204.449997,205.179993,204.130005,204.970001,163.861771,3358900
2013-01-28,204.850006,206.220001,204.289993,204.929993,163.829773,2823700
2013-01-29,204.339996,205.729996,203.639999,203.899994,163.006317,3617100
2013-01-30,203.690002,204.880005,203.190002,203.520004,162.702545,2998400
2013-01-31,203.320007,204.470001,202.960007,203.070007,162.342834,3091400
2013-02-01,204.649994,205.350006,203.839996,205.179993,164.029633,3370700
2013-02-04,204.190002,205.020004,203.570007,203.789993,162.918396,3188800
2013-02-05,204.309998,204.750000,202.509995,202.789993,162.118988,3636900
2013-02-06,200.389999,201.289993,199.559998,201.020004,161.380386,3624200
2013-02-07,200.619995,200.910004,198.679993,199.740005,160.352783,3076700
2013-02-08,199.970001,202.089996,199.679993,201.679993,161.910217,2893300
2013-02-11,200.979996,201.949997,199.750000,200.160004,160.689941,2944700
2013-02-12,200.009995,200.740005,199.020004,200.039993,160.593597,2461800
2013-02-13,200.649994,200.949997,199.570007,200.089996,160.633759,2169800
2013-02-14,199.729996,200.320007,199.259995,199.649994,160.280518,3294200
2013-02-15,199.979996,201.250000,199.820007,200.979996,161.348282,3627800
2013-02-19,200.600006,201.889999,200.220001,200.320007,160.818420,2998300
2013-02-20,200.619995,201.720001,198.860001,199.309998,160.007553,3715400
2013-02-21,198.630005,199.070007,198.110001,198.330002,159.220856,3922900
2013-02-22,199.229996,201.089996,198.839996,201.089996,161.436600,3107900
2013-02-25,201.669998,202.490005,197.509995,197.509995,158.562515,3844800
2013-02-26,198.630005,199.899994,197.839996,199.139999,159.871109,3391600
2013-02-27,198.889999,202.750000,198.600006,202.330002,162.432068,4185100
2013-02-28,202.179993,203.119995,200.789993,200.830002,161.227829,4689200
2013-03-01,200.649994,202.940002,199.360001,202.910004,162.897690,3308300
2013-03-04,202.589996,205.190002,202.550003,205.190002,164.728073,3693400
2013-03-05,205.860001,207.699997,205.690002,206.529999,165.803848,3807800
2013-03-06,207.029999,208.490005,206.660004,208.380005,167.289017,3594800
2013-03-07,208.289993,209.600006,208.240005,209.419998,168.123978,3884400
2013-03-08,209.850006,210.740005,209.429993,210.380005,168.894653,3700500
2013-03-11,210.039993,210.199997,209.039993,210.080002,168.653809,3049700
2013-03-12,209.399994,210.729996,209.089996,210.550003,169.031143,3591600
2013-03-13,210.199997,212.360001,209.770004,212.059998,170.243393,3355900
2013-03-14,212.149994,215.860001,212.149994,215.800003,173.245911,5505500
2013-03-15,215.380005,215.899994,213.410004,214.919998,172.539413,7930300
2013-03-18,212.899994,214.500000,212.639999,213.210007,171.166595,3006000
2013-03-19,214.130005,215.119995,211.830002,213.440002,171.351273,3198600
2013-03-20,214.759995,215.820007,214.300003,215.059998,172.651794,3019000
2013-03-21,212.960007,213.000000,210.110001,212.259995,170.403946,5830400
2013-03-22,212.210007,213.169998,211.619995,212.080002,170.259460,3031500
2013-03-25,212.539993,212.809998,210.050003,210.740005,169.183701,3242500
2013-03-26,211.770004,212.500000,211.500000,212.360001,170.484222,2300300
2013-03-27,210.960007,212.160004,210.100006,210.889999,169.304077,3223400
2013-03-28,209.830002,213.440002,209.740005,213.300003,171.238831,3749900
2013-04-01,212.800003,213.500000,211.250000,212.380005,170.500275,2144500
2013-04-02,212.919998,214.710007,211.570007,214.360001,172.089859,3116800
2013-04-03,214.320007,214.889999,212.630005,212.660004,170.725067,3128800
2013-04-04,212.770004,212.929993,210.039993,211.309998,169.641296,3709500
2013-04-05,209.100006,209.839996,206.339996,209.410004,168.115952,4148000
2013-04-08,209.070007,209.320007,207.330002,209.320007,168.043655,2351200
2013-04-09,209.559998,210.000000,208.610001,209.220001,167.963425,2577300
2013-04-10,211.860001,212.509995,210.470001,212.000000,170.195190,3524200
2013-04-11,211.500000,213.089996,210.850006,212.919998,170.933777,3655600
2013-04-12,210.789993,211.490005,209.779999,211.380005,169.697433,3165400
2013-04-15,210.440002,211.690002,209.259995,209.259995,167.995514,4218100
2013-04-16,210.839996,212.000000,209.199997,212.000000,170.195190,2859500
2013-04-17,210.529999,211.089996,209.500000,209.669998,168.324677,3269800
2013-04-18,210.110001,210.250000,206.149994,207.149994,166.301575,6502000
2013-04-19,195.740005,196.500000,189.759995,190.000000,152.533447,18847000
2013-04-22,191.149994,191.380005,187.679993,187.830002,150.791336,9845400
2013-04-23,189.270004,192.550003,188.610001,191.610001,153.825974,6296100
2013-04-24,192.160004,192.500000,191.089996,191.710007,153.906281,3693900
2013-04-25,192.690002,195.169998,192.320007,193.949997,155.704559,4650900
2013-04-26,194.160004,194.710007,193.250000,194.309998,155.993546,3490300
2013-04-29,194.779999,199.679993,194.649994,199.149994,159.879135,5932400
2013-04-30,199.130005,202.589996,197.350006,202.539993,162.600662,7539900
2013-05-01,201.869995,202.169998,199.199997,199.630005,160.264526,4899100
2013-05-02,200.119995,202.429993,199.750000,202.389999,162.480209,3945100
2013-05-03,203.940002,205.320007,203.750000,204.509995,164.182159,4492700
2013-05-06,203.789993,203.990005,201.520004,202.779999,162.793365,4826500
2013-05-07,202.809998,203.729996,201.649994,203.630005,163.475723,3451000
2013-05-08,202.940002,204.850006,202.509995,204.820007,165.201767,3601700
2013-05-09,204.690002,205.000000,202.720001,203.240005,163.927399,3542300
2013-05-10,203.369995,204.529999,202.820007,204.470001,164.919495,3279200
2013-05-13,204.179993,204.470001,202.220001,202.470001,163.306366,3648400
2013-05-14,202.089996,203.669998,202.080002,203.210007,163.903198,3699700
2013-05-15,202.250000,203.679993,202.039993,203.320007,163.991959,4028100
2013-05-16,204.000000,206.589996,204.000000,204.690002,165.096924,4507000
2013-05-17,205.250000,209.500000,204.990005,208.440002,168.121552,5704100
2013-05-20,208.020004,209.149994,207.419998,207.600006,167.444061,3614500
2013-05-21,207.240005,209.479996,207.000000,208.649994,168.290924,2982900
2013-05-22,208.500000,210.149994,206.119995,206.990005,166.951996,5186800
2013-05-23,205.479996,208.610001,205.130005,206.160004,166.282593,5179100
2013-05-24,204.690002,206.429993,204.419998,205.720001,165.927673,3295800
2013-05-28,207.440002,208.589996,207.160004,207.779999,167.589218,4011500
2013-05-29,206.220001,208.419998,206.039993,207.919998,167.702133,3439400
2013-05-30,206.970001,210.990005,206.970001,209.360001,168.863617,4399700
2013-05-31,208.589996,211.979996,208.020004,208.020004,167.782761,4949000
2013-06-03,208.250000,210.050003,207.330002,208.949997,168.532898,3322000
2013-06-04,208.600006,209.000000,205.080002,206.190002,166.306763,3598300
2013-06-05,205.160004,206.289993,202.399994,202.740005,163.524155,4215400
2013-06-06,203.000000,204.199997,201.470001,203.800003,164.379059,3679400
2013-06-07,204.850006,206.350006,204.110001,206.350006,166.435837,2953400
2013-06-10,206.970001,206.979996,204.899994,205.020004,165.363083,2652300
2013-06-11,203.169998,205.949997,202.509995,203.979996,164.524246,2814400
2013-06-12,204.589996,205.229996,200.509995,201.199997,162.282013,3409800
2013-06-13,201.009995,204.399994,200.339996,203.770004,164.354858,2899500
2013-06-14,203.970001,204.740005,201.809998,202.199997,163.088577,2804500
2013-06-17,203.440002,205.169998,202.550003,203.039993,163.766068,3219900
2013-06-18,203.020004,206.089996,202.869995,204.869995,165.242065,3277800
2013-06-19,204.440002,205.029999,201.929993,201.940002,162.878860,2846100
2013-06-20,200.669998,201.699997,197.279999,197.350006,159.176682,4514800
2013-06-21,198.500000,198.520004,193.539993,195.460007,157.652267,8914800
