DD/MM/YYYY HH:MM:SS, O, H, L, C
26/02/2015 0:00,1.13398,1.1389,1.13359,1.1363
27/02/2015 0:00,1.1363,1.13801,1.11839,1.12028
2/03/2015 0:00,1.12028,1.12453,1.11602,1.1166
3/03/2015 0:00,1.1166,1.12408,1.11616,1.11772
4/03/2015 0:00,1.11772,1.12177,1.11548,1.11835
5/03/2015 0:00,1.11835,1.11856,1.10617,1.10796
6/03/2015 0:00,1.10796,1.11149,1.09877,1.10317
9/03/2015 0:00,1.10317,1.10327,1.08228,1.08444
10/03/2015 0:00,1.08444,1.09067,1.08297,1.08367
11/03/2015 0:00,1.08367,1.08367,1.06685,1.07068
12/03/2015 0:00,1.07068,1.07173,1.05113,1.05484
13/03/2015 0:00,1.05484,1.06841,1.04943,1.06244
16/03/2015 0:00,1.06244,1.0635,1.04625,1.04857
17/03/2015 0:00,1.04857,1.06198,1.04845,1.05709
18/03/2015 0:00,1.05709,1.06511,1.05516,1.05949
19/03/2015 0:00,1.05949,1.10524,1.05804,1.08427
20/03/2015 0:00,1.08427,1.092,1.06132,1.06726
23/03/2015 0:00,1.06726,1.08836,1.06558,1.08241
24/03/2015 0:00,1.08241,1.09715,1.07677,1.09451
25/03/2015 0:00,1.09451,1.10298,1.08906,1.09079
26/03/2015 0:00,1.09079,1.10148,1.0907,1.09655
27/03/2015 0:00,1.09655,1.10526,1.08566,1.08847
30/03/2015 0:00,1.08847,1.09491,1.08013,1.08816
31/03/2015 0:00,1.08816,1.08846,1.08102,1.0829
1/04/2015 0:00,1.0829,1.08456,1.0713,1.07409
2/04/2015 0:00,1.07409,1.08002,1.07188,1.07703
3/04/2015 0:00,1.07703,1.09059,1.07503,1.08686
6/04/2015 0:00,1.08686,1.10274,1.08641,1.09956
7/04/2015 0:00,1.09956,1.10359,1.09105,1.09341
8/04/2015 0:00,1.09341,1.09551,1.08036,1.08216
9/04/2015 0:00,1.08216,1.08878,1.07637,1.07847
10/04/2015 0:00,1.07847,1.07889,1.06378,1.06676
13/04/2015 0:00,1.06676,1.0684,1.0568,1.06077
14/04/2015 0:00,1.06077,1.06195,1.05202,1.0571
15/04/2015 0:00,1.0571,1.07077,1.05316,1.06439
16/04/2015 0:00,1.06439,1.07027,1.05708,1.06752
17/04/2015 0:00,1.06752,1.08183,1.06247,1.0761
20/04/2015 0:00,1.0761,1.0849,1.07338,1.08037
21/04/2015 0:00,1.08037,1.08187,1.07123,1.07471
22/04/2015 0:00,1.07471,1.07815,1.06601,1.07378
23/04/2015 0:00,1.07378,1.08011,1.07086,1.07229
24/04/2015 0:00,1.07229,1.08461,1.06664,1.08134
27/04/2015 0:00,1.08134,1.09004,1.07849,1.08671
28/04/2015 0:00,1.08671,1.09266,1.08197,1.0876
29/04/2015 0:00,1.0876,1.09913,1.08604,1.09714
30/04/2015 0:00,1.09714,1.11885,1.09596,1.11128
1/05/2015 0:00,1.11128,1.12667,1.10715,1.12092
4/05/2015 0:00,1.12092,1.12918,1.11749,1.11886
5/05/2015 0:00,1.11886,1.12249,1.1123,1.11484
6/05/2015 0:00,1.11484,1.12234,1.10664,1.11832
7/05/2015 0:00,1.11832,1.13705,1.11751,1.13399
8/05/2015 0:00,1.13399,1.13921,1.12284,1.12447
11/05/2015 0:00,1.12447,1.12949,1.11795,1.11948
12/05/2015 0:00,1.11948,1.12029,1.11312,1.1145
13/05/2015 0:00,1.1145,1.12793,1.11346,1.12156
14/05/2015 0:00,1.12156,1.13829,1.12027,1.13465
15/05/2015 0:00,1.13465,1.14474,1.13408,1.14021
18/05/2015 0:00,1.14021,1.14672,1.1324,1.14433
19/05/2015 0:00,1.14433,1.14472,1.12988,1.13246
20/05/2015 0:00,1.13246,1.13261,1.11187,1.11464
21/05/2015 0:00,1.11464,1.11524,1.10624,1.11039
22/05/2015 0:00,1.11039,1.11818,1.108,1.11089
25/05/2015 0:00,1.11089,1.1209,1.09664,1.099
26/05/2015 0:00,1.099,1.10081,1.09593,1.0963
27/05/2015 0:00,1.0963,1.09668,1.08637,1.08853
28/05/2015 0:00,1.08853,1.09295,1.08193,1.08976
29/05/2015 0:00,1.08976,1.09747,1.08676,1.09566
1/06/2015 0:00,1.09566,1.10068,1.09259,1.09567
2/06/2015 0:00,1.09567,1.09794,1.08874,1.09242
3/06/2015 0:00,1.09242,1.11955,1.09163,1.11454
4/06/2015 0:00,1.11454,1.12852,1.10796,1.12602
5/06/2015 0:00,1.12602,1.13803,1.11804,1.12147
8/06/2015 0:00,1.12147,1.12898,1.10495,1.11048
9/06/2015 0:00,1.11048,1.13071,1.10846,1.12793
10/06/2015 0:00,1.12793,1.13462,1.12143,1.12913
11/06/2015 0:00,1.12913,1.13871,1.12602,1.13079
12/06/2015 0:00,1.13079,1.13324,1.11819,1.12455
15/06/2015 0:00,1.12455,1.12968,1.11515,1.12174
16/06/2015 0:00,1.12174,1.12948,1.11895,1.12743
17/06/2015 0:00,1.12743,1.13301,1.12051,1.12415
18/06/2015 0:00,1.12415,1.13706,1.12054,1.13624
19/06/2015 0:00,1.13624,1.14367,1.13386,1.13702
22/06/2015 0:00,1.13702,1.13878,1.12921,1.13594
23/06/2015 0:00,1.13594,1.14106,1.1312,1.13448
24/06/2015 0:00,1.13448,1.13465,1.11352,1.11753
25/06/2015 0:00,1.11753,1.1235,1.11602,1.1206
26/06/2015 0:00,1.1206,1.12285,1.1154,1.12039
29/06/2015 0:00,1.12039,1.122,1.09544,1.09812
30/06/2015 0:00,1.09812,1.12789,1.09798,1.12126
1/07/2015 0:00,1.12126,1.12447,1.11122,1.11344
2/07/2015 0:00,1.11344,1.11714,1.10325,1.10372
3/07/2015 0:00,1.10372,1.11216,1.10369,1.10828
6/07/2015 0:00,1.10828,1.11196,1.09701,1.09949
7/07/2015 0:00,1.09949,1.10963,1.09949,1.10449
8/07/2015 0:00,1.10449,1.10523,1.09164,1.10041
9/07/2015 0:00,1.10041,1.10933,1.09744,1.10695
10/07/2015 0:00,1.10695,1.11259,1.09918,1.10604
13/07/2015 0:00,1.10604,1.12164,1.10552,1.11297
14/07/2015 0:00,1.11297,1.11972,1.09813,1.0983
15/07/2015 0:00,1.0983,1.10886,1.09656,1.10063
16/07/2015 0:00,1.10063,1.10359,1.09301,1.09395
17/07/2015 0:00,1.09395,1.09488,1.08555,1.08844
20/07/2015 0:00,1.08844,1.09072,1.08285,1.08345
21/07/2015 0:00,1.08345,1.08705,1.08091,1.08345
22/07/2015 0:00,1.08345,1.09692,1.0812,1.09371
23/07/2015 0:00,1.09371,1.09671,1.08695,1.09245
24/07/2015 0:00,1.09245,1.10186,1.0922,1.09889
27/07/2015 0:00,1.09889,1.09962,1.09254,1.09728
28/07/2015 0:00,1.09728,1.11296,1.09713,1.10888
29/07/2015 0:00,1.10888,1.10999,1.10221,1.10653
30/07/2015 0:00,1.10653,1.10843,1.09672,1.09796
31/07/2015 0:00,1.09796,1.0985,1.08936,1.09419
3/08/2015 0:00,1.09419,1.11144,1.09214,1.09682
4/08/2015 0:00,1.09682,1.09963,1.09413,1.09528
5/08/2015 0:00,1.09528,1.09878,1.08795,1.08839
6/08/2015 0:00,1.08839,1.09387,1.08482,1.09012
7/08/2015 0:00,1.09012,1.09452,1.08736,1.09206
10/08/2015 0:00,1.09206,1.09786,1.08556,1.09578
11/08/2015 0:00,1.09578,1.10418,1.09255,1.10189
12/08/2015 0:00,1.10189,1.10887,1.09609,1.1043
13/08/2015 0:00,1.1043,1.12143,1.10245,1.11559
14/08/2015 0:00,1.11559,1.11893,1.10801,1.11563
17/08/2015 0:00,1.11563,1.11888,1.10917,1.10946
18/08/2015 0:00,1.10946,1.11251,1.10588,1.1076
19/08/2015 0:00,1.1076,1.1094,1.10173,1.10282
20/08/2015 0:00,1.10282,1.11346,1.10179,1.11186
21/08/2015 0:00,1.11186,1.1245,1.11074,1.12346
24/08/2015 0:00,1.12346,1.13956,1.12304,1.13757
25/08/2015 0:00,1.13757,1.17189,1.13701,1.15809
26/08/2015 0:00,1.15809,1.15851,1.13964,1.1557
27/08/2015 0:00,1.1557,1.15618,1.12922,1.13383
28/08/2015 0:00,1.13383,1.13647,1.12031,1.12445
31/08/2015 0:00,1.12445,1.131,1.1156,1.12114
1/09/2015 0:00,1.12114,1.12629,1.11806,1.12245
2/09/2015 0:00,1.12245,1.13324,1.12244,1.12988
3/09/2015 0:00,1.12988,1.13007,1.12091,1.1211
4/09/2015 0:00,1.1211,1.12437,1.10874,1.11235
7/09/2015 0:00,1.11235,1.11914,1.10889,1.11559
8/09/2015 0:00,1.11559,1.11779,1.11218,1.11568
9/09/2015 0:00,1.11568,1.12298,1.11526,1.12059
10/09/2015 0:00,1.12059,1.12248,1.11319,1.12204
11/09/2015 0:00,1.12204,1.13023,1.11718,1.1282
14/09/2015 0:00,1.1282,1.13599,1.12544,1.13426
15/09/2015 0:00,1.13426,1.13735,1.12836,1.13097
16/09/2015 0:00,1.13097,1.13292,1.12587,1.12708
17/09/2015 0:00,1.12708,1.13209,1.12141,1.12913
18/09/2015 0:00,1.12913,1.14416,1.12846,1.14005
21/09/2015 0:00,1.14005,1.14606,1.12699,1.1285
22/09/2015 0:00,1.1285,1.13304,1.11813,1.11883
23/09/2015 0:00,1.11883,1.12081,1.11136,1.11219
24/09/2015 0:00,1.11219,1.12138,1.11055,1.11863
25/09/2015 0:00,1.11863,1.12961,1.11606,1.11821
28/09/2015 0:00,1.11821,1.12134,1.11165,1.1201
29/09/2015 0:00,1.1201,1.12481,1.11465,1.12328
30/09/2015 0:00,1.12328,1.12816,1.11941,1.12534
1/10/2015 0:00,1.12534,1.12616,1.11574,1.11707
2/10/2015 0:00,1.11707,1.12092,1.11353,1.11923
5/10/2015 0:00,1.11923,1.13189,1.11505,1.12195
6/10/2015 0:00,1.12195,1.12896,1.11736,1.11963
7/10/2015 0:00,1.11963,1.12798,1.11724,1.12699
8/10/2015 0:00,1.12699,1.12849,1.12117,1.12409
9/10/2015 0:00,1.12409,1.1328,1.12383,1.12852
12/10/2015 0:00,1.12852,1.13872,1.12674,1.13647
13/10/2015 0:00,1.13647,1.13971,1.13522,1.13548
14/10/2015 0:00,1.13548,1.14112,1.13445,1.13856
15/10/2015 0:00,1.13856,1.14893,1.13835,1.14749
16/10/2015 0:00,1.14749,1.14955,1.13634,1.13667
19/10/2015 0:00,1.13667,1.13954,1.13346,1.13603
20/10/2015 0:00,1.13603,1.13792,1.13059,1.13296
21/10/2015 0:00,1.13296,1.13873,1.13243,1.13542
22/10/2015 0:00,1.13542,1.13778,1.13342,1.13457
23/10/2015 0:00,1.13457,1.13515,1.10721,1.10828
26/10/2015 0:00,1.10828,1.114,1.09968,1.10168
27/10/2015 0:00,1.10168,1.10685,1.1004,1.10586
28/10/2015 0:00,1.10586,1.1079,1.10305,1.10337
29/10/2015 0:00,1.10337,1.1096,1.08971,1.09289
30/10/2015 0:00,1.09289,1.0998,1.09025,1.09854
2/11/2015 0:00,1.09854,1.10728,1.09658,1.1023
3/11/2015 0:00,1.1023,1.1053,1.10006,1.10169
4/11/2015 0:00,1.10169,1.10302,1.0936,1.09624
5/11/2015 0:00,1.09624,1.09659,1.08443,1.08645
6/11/2015 0:00,1.08645,1.0898,1.08338,1.08832
9/11/2015 0:00,1.08832,1.08941,1.07059,1.07281
10/11/2015 0:00,1.07281,1.07902,1.07268,1.07606
11/11/2015 0:00,1.07606,1.07642,1.06745,1.07367
12/11/2015 0:00,1.07367,1.0774,1.07057,1.07632
13/11/2015 0:00,1.07632,1.08312,1.06914,1.08092
16/11/2015 0:00,1.08092,1.08092,1.06871,1.07009
17/11/2015 0:00,1.07009,1.07585,1.06747,1.06871
18/11/2015 0:00,1.06871,1.0691,1.06307,1.06439
19/11/2015 0:00,1.06439,1.06928,1.0617,1.06742
20/11/2015 0:00,1.06742,1.07631,1.06672,1.0726
23/11/2015 0:00,1.0726,1.07286,1.0636,1.06395
24/11/2015 0:00,1.06395,1.06572,1.05928,1.06363
25/11/2015 0:00,1.06363,1.06737,1.06199,1.06425
26/11/2015 0:00,1.06425,1.06896,1.05662,1.06232
27/11/2015 0:00,1.06232,1.06278,1.06002,1.06056
30/11/2015 0:00,1.06056,1.06383,1.05686,1.05867
1/12/2015 0:00,1.05867,1.05953,1.0558,1.05695
2/12/2015 0:00,1.05695,1.0638,1.05635,1.06255
3/12/2015 0:00,1.06255,1.06325,1.05508,1.06103
4/12/2015 0:00,1.06103,1.09811,1.05256,1.09199
7/12/2015 0:00,1.09199,1.09566,1.08365,1.08804
8/12/2015 0:00,1.08804,1.08807,1.07962,1.08368
9/12/2015 0:00,1.08368,1.09031,1.08305,1.08925
10/12/2015 0:00,1.08925,1.10431,1.08794,1.10153
11/12/2015 0:00,1.10153,1.10218,1.09253,1.09478
14/12/2015 0:00,1.09478,1.10311,1.09267,1.09888
15/12/2015 0:00,1.09888,1.10489,1.09457,1.09905
16/12/2015 0:00,1.09905,1.10599,1.09047,1.09337
17/12/2015 0:00,1.09337,1.10125,1.0866,1.0872
18/12/2015 0:00,1.0872,1.08879,1.08028,1.084
21/12/2015 0:00,1.084,1.08755,1.0805,1.08682
22/12/2015 0:00,1.08682,1.09394,1.08484,1.09107
23/12/2015 0:00,1.09107,1.09844,1.09026,1.0949
24/12/2015 0:00,1.0949,1.0953,1.087,1.09085
28/12/2015 0:00,1.09085,1.09724,1.09085,1.09635
29/12/2015 0:00,1.09635,1.09926,1.09561,1.09768
30/12/2015 0:00,1.09768,1.09919,1.08991,1.09261
31/12/2015 0:00,1.09261,1.09441,1.09023,1.09354
